StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:26:02.094511	1471029962.094511;00:00:00;00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:26:02.094987	1471029962.094987;2016-08-12	15:27:02.096551	1471030022.096551;00:01:00;00:01:00;1;0.233329;0.233267;0;0;14;14;14;8;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:21:684000;00:00:21:684000;00:00:07:973000;00:00:07:973000;
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:27:02.096672	1471030022.096672;2016-08-12	15:28:02.098465	1471030082.098465;00:01:00;00:02:00;1;0.266662;0.24996;0;0;16;30;30;7;17;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:25:412000;00:00:24:439000;00:00:10:754000;00:00:10:067000;
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:28:02.098569	1471030082.098569;2016-08-12	15:29:02.099107	1471030142.099107;00:01:00;00:03:00;1;0.25;0.249974;0;0;15;45;45;7;15;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:22:934000;00:00:23:845000;00:00:09:695000;00:00:09:818000;
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:29:02.099224	1471030142.099224;2016-08-12	15:30:02.101571	1471030202.101571;00:01:00;00:04:00;1;0.249992;0.249977;0;0;15;60;60;6;16;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:21:168000;00:00:23:052000;00:00:12:113000;00:00:10:504000;
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:30:02.101661	1471030202.101661;2016-08-12	15:31:02.103457	1471030262.103457;00:01:00;00:05:00;1;0.249996;0.24998;0;0;15;75;75;8;13;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:26:041000;00:00:23:632000;00:00:12:057000;00:00:10:791000;
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:31:02.103538	1471030262.103538;2016-08-12	15:32:02.104805	1471030322.104805;00:01:00;00:06:00;1;0.249996;0.249983;0;0;15;90;90;7;16;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:25:659000;00:00:24:023000;00:00:08:947000;00:00:10:441000;
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:32:02.104907	1471030322.104907;2016-08-12	15:33:02.106015	1471030382.106015;00:01:00;00:07:00;1;0.249996;0.249985;0;0;15;105;105;7;15;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:28:398000;00:00:24:692000;00:00:10:712000;00:00:10:547000;
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:33:02.106161	1471030382.106161;2016-08-12	15:34:02.108563	1471030442.108563;00:01:00;00:08:00;1;0.249992;0.249985;0;0;15;120;120;8;14;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:26:120000;00:00:24:871000;00:00:10:941000;00:00:10:557000;
2016-08-12	15:26:02.079352	1471029962.079352;2016-08-12	15:34:02.108680	1471030442.108680;2016-08-12	15:35:02.110825	1471030502.110825;00:01:00;00:09:00;1;0.249992;0.249986;0;0;15;135;135;7;16;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:25:535000;00:00:24:954000;00:00:08:905000;00:00:10:335000;
