StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:16:56.408206	1464715016.408206;00:00:00;00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:16:56.408721	1464715016.408721;2016-05-31	13:17:56.409538	1464715076.409538;00:01:00;00:01:00;1;0.233333;0.233267;0;0;14;14;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:17:56.409649	1464715076.409649;2016-05-31	13:18:56.411852	1464715136.411852;00:01:00;00:02:00;1;0.266658;0.24996;0;0;16;30;30;26;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:18:156000;00:01:18:156000;00:00:00:000000;00:00:00:000000;
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:18:56.411995	1464715136.411995;2016-05-31	13:19:56.412861	1464715196.412861;00:01:00;00:03:00;1;0.25;0.249972;0;0;15;45;45;28;13;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:41:386000;00:01:35:920000;00:00:00:000000;00:00:00:000000;
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:19:56.412980	1464715196.412980;2016-05-31	13:20:56.413340	1464715256.413340;00:01:00;00:04:00;1;0.25;0.249978;0;0;15;60;60;30;13;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:52:428000;00:01:43:073000;00:00:00:000000;00:00:00:000000;
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:20:56.413442	1464715256.413442;2016-05-31	13:21:56.415374	1464715316.415374;00:01:00;00:05:00;1;0.0999983;0.219983;0;0;6;66;66;23;13;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:56:150000;00:01:47:027000;00:00:00:000000;00:00:00:000000;
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:21:56.415496	1464715316.415496;2016-05-31	13:22:56.417614	1464715376.417614;00:01:00;00:06:00;1;0;0.183321;0;0;0;66;66;12;11;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:02:07:152000;00:01:51:126000;00:00:00:000000;00:00:00:000000;
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:22:56.417726	1464715376.417726;2016-05-31	13:23:56.419821	1464715436.419821;00:01:00;00:07:00;1;0;0.157133;0;0;0;66;66;2;10;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:02:43:591000;00:01:59:324000;00:00:00:000000;00:00:00:000000;
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:23:56.419928	1464715436.419928;2016-05-31	13:23:59.107630	1464715439.107630;00:00:02;00:07:02;1;0;0.156134;0;0;0;66;66;0;2;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:02:48:162000;00:02:00:804000;00:00:00:000000;00:00:00:000000;
2016-05-31	13:16:56.392259	1464715016.392259;2016-05-31	13:23:59.107754	1464715439.107754;2016-05-31	13:23:59.109288	1464715439.109288;00:00:00;00:07:02;1;0;0.156133;0;0;0;66;66;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:02:00:804000;00:00:00:000000;00:00:00:000000;
