StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:02:06.504112	1464710526.504112;00:00:00;00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:02:06.504654	1464710526.504654;2016-05-31	12:03:06.506006	1464710586.506006;00:01:00;00:01:00;1;0.233329;0.233267;0;0;14;14;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:03:06.506112	1464710586.506112;2016-05-31	12:04:06.506609	1464710646.506609;00:01:00;00:02:00;1;0.266667;0.249963;0;0;16;30;30;29;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:36:655000;00:01:36:655000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:04:06.506747	1464710646.506747;2016-05-31	12:05:06.507759	1464710706.507759;00:01:00;00:03:00;1;0.249996;0.249974;0;0;15;45;45;32;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:54:486000;00:01:53:115000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:05:06.507841	1464710706.507841;2016-05-31	12:06:06.509386	1464710766.509386;00:01:00;00:04:00;1;0.249996;0.249978;0;0;15;60;60;26;21;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:58:606000;00:01:56:506000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:06:06.509509	1464710766.509509;2016-05-31	12:07:06.511215	1464710826.511215;00:01:00;00:05:00;1;0.249996;0.249981;0;0;15;75;75;32;9;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:59:271000;00:01:57:085000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:07:06.511325	1464710826.511325;2016-05-31	12:08:06.512651	1464710886.512651;00:01:00;00:06:00;1;0.249996;0.249983;0;0;15;90;90;33;14;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:02:06:915000;00:01:59:499000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:08:06.512759	1464710886.512759;2016-05-31	12:09:06.514498	1464710946.514498;00:01:00;00:07:00;1;0.249996;0.249985;0;0;15;105;105;30;18;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:02:06:739000;00:02:01:237000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:09:06.514630	1464710946.514630;2016-05-31	12:10:06.516168	1464711006.516168;00:01:00;00:08:00;1;0.249996;0.249985;0;0;15;120;120;29;16;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:50:014000;00:01:59:264000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:10:06.516282	1464711006.516282;2016-05-31	12:11:06.517658	1464711066.517658;00:01:00;00:09:00;1;0.249996;0.249987;0;0;15;135;135;32;12;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:52:178000;00:01:58:438000;00:00:00:000000;00:00:00:000000;
2016-05-31	12:02:06.488041	1464710526.488041;2016-05-31	12:11:06.517763	1464711066.517763;2016-05-31	12:12:06.523625	1464711126.523625;00:01:00;00:10:00;1;0.249979;0.249985;0;0;15;150;150;31;16;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:02:08:953000;00:01:59:852000;00:00:00:000000;00:00:00:000000;
