StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:35:45.791979	1406918145.791979;00:00:00;00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:35:45.792535	1406918145.792535;2014-08-01	14:36:45.793372	1406918205.793372;00:01:00;00:01:00;1;0.983333;0.98294;0;0;59;59;59;5;54;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:05:739000;00:00:05:739000;00:00:01:766000;00:00:01:766000;
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:36:45.793490	1406918205.793490;2014-08-01	14:37:45.794386	1406918265.794386;00:01:00;00:02:00;1;1.01667;0.999792;0;0;61;120;120;6;60;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:05:788000;00:00:05:765000;00:00:01:821000;00:00:01:787000;
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:37:45.794484	1406918265.794484;2014-08-01	14:38:45.796963	1406918325.796963;00:01:00;00:03:00;1;0.999967;0.99985;0;0;60;180;180;6;60;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:05:790000;00:00:05:774000;00:00:01:816000;00:00:01:792000;
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:38:45.797047	1406918325.797047;2014-08-01	14:39:45.798127	1406918385.798127;00:01:00;00:04:00;1;0.999983;0.999879;0;0;60;240;240;6;60;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:05:791000;00:00:05:778000;00:00:01:829000;00:00:01:797000;
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:39:45.798217	1406918385.798217;2014-08-01	14:40:45.799652	1406918445.799652;00:01:00;00:05:00;1;0.999983;0.9999;0;0;60;300;300;6;60;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:05:794000;00:00:05:781000;00:00:01:822000;00:00:01:799000;
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:40:45.799721	1406918445.799721;2014-08-01	14:41:45.802193	1406918505.802193;00:01:00;00:06:00;1;0.999967;0.999908;0;0;60;360;360;6;60;354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:05:786000;00:00:05:782000;00:00:01:818000;00:00:01:800000;
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:41:45.802279	1406918505.802279;2014-08-01	14:42:45.803329	1406918565.803329;00:01:00;00:07:00;1;0.999983;0.999919;0;0;60;420;420;6;60;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:05:783000;00:00:05:782000;00:00:01:815000;00:00:01:800000;
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:42:45.803450	1406918565.803450;2014-08-01	14:43:45.804939	1406918625.804939;00:01:00;00:08:00;1;0.999983;0.999927;0;0;60;480;480;6;60;474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:05:789000;00:00:05:783000;00:00:01:822000;00:00:01:801000;
2014-08-01	14:35:45.769087	1406918145.769087;2014-08-01	14:43:45.805056	1406918625.805056;2014-08-01	14:44:45.806906	1406918685.806906;00:01:00;00:09:00;1;0.316661;0.924011;0;0;19;499;499;15;0;474;10;10;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;10;10;0;0;0;0;0;0;00:00:31:511000;00:00:06:315000;00:00:00:002000;00:00:04:074000;
