StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	02:54:14.473819	1689144854.473819;00:00:00;00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	02:54:14.474188	1689144854.474188;2023-07-12	02:55:14.474344	1689144914.474344;00:01:00;00:01:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	02:55:14.474414	1689144914.474414;2023-07-12	02:56:14.476963	1689144974.476963;00:01:00;00:02:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	02:56:14.477097	1689144974.477097;2023-07-12	02:57:14.477739	1689145034.477739;00:01:00;00:03:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	02:57:14.477907	1689145034.477907;2023-07-12	02:58:14.479428	1689145094.479428;00:01:00;00:04:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	02:58:14.479552	1689145094.479552;2023-07-12	02:59:14.482104	1689145154.482104;00:01:00;00:05:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	02:59:14.482232	1689145154.482232;2023-07-12	03:00:14.483991	1689145214.483991;00:01:00;00:06:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:00:14.484061	1689145214.484061;2023-07-12	03:01:14.484646	1689145274.484646;00:01:00;00:07:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:01:14.484790	1689145274.484790;2023-07-12	03:02:14.486409	1689145334.486409;00:01:00;00:08:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:02:14.486551	1689145334.486551;2023-07-12	03:03:14.488364	1689145394.488364;00:01:00;00:09:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:03:14.488488	1689145394.488488;2023-07-12	03:04:14.490906	1689145454.490906;00:01:00;00:10:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:04:14.491033	1689145454.491033;2023-07-12	03:05:14.493081	1689145514.493081;00:01:00;00:11:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:05:14.493150	1689145514.493150;2023-07-12	03:06:14.495276	1689145574.495276;00:01:00;00:12:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:06:14.495406	1689145574.495406;2023-07-12	03:07:14.497395	1689145634.497395;00:01:00;00:13:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:07:14.497521	1689145634.497521;2023-07-12	03:08:14.499180	1689145694.499180;00:01:00;00:14:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:08:14.499318	1689145694.499318;2023-07-12	03:09:14.501443	1689145754.501443;00:01:00;00:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:09:14.501568	1689145754.501568;2023-07-12	03:10:14.504107	1689145814.504107;00:01:00;00:16:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:10:14.504177	1689145814.504177;2023-07-12	03:11:14.504369	1689145874.504369;00:01:00;00:17:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:11:14.504494	1689145874.504494;2023-07-12	03:12:14.505346	1689145934.505346;00:01:00;00:18:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:12:14.505474	1689145934.505474;2023-07-12	03:13:14.506967	1689145994.506967;00:01:00;00:19:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:13:14.507094	1689145994.507094;2023-07-12	03:14:14.507407	1689146054.507407;00:01:00;00:20:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:14:14.507533	1689146054.507533;2023-07-12	03:15:14.510062	1689146114.510062;00:01:00;00:21:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:15:14.510140	1689146114.510140;2023-07-12	03:16:14.511981	1689146174.511981;00:01:00;00:22:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:16:14.512110	1689146174.512110;2023-07-12	03:17:14.513319	1689146234.513319;00:01:00;00:23:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:17:14.513454	1689146234.513454;2023-07-12	03:18:14.514422	1689146294.514422;00:01:00;00:24:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:18:14.514552	1689146294.514552;2023-07-12	03:19:14.516731	1689146354.516731;00:01:00;00:25:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:19:14.516858	1689146354.516858;2023-07-12	03:20:14.518524	1689146414.518524;00:01:00;00:26:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:20:14.518595	1689146414.518595;2023-07-12	03:21:14.519954	1689146474.519954;00:01:00;00:27:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:21:14.520085	1689146474.520085;2023-07-12	03:22:14.521662	1689146534.521662;00:01:00;00:28:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:22:14.521789	1689146534.521789;2023-07-12	03:23:14.524395	1689146594.524395;00:01:00;00:29:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:23:14.524523	1689146594.524523;2023-07-12	03:24:14.526442	1689146654.526442;00:01:00;00:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:24:14.526567	1689146654.526567;2023-07-12	03:25:14.528557	1689146714.528557;00:01:00;00:31:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-07-12	02:54:14.416398	1689144854.416398;2023-07-12	03:25:14.528627	1689146714.528627;2023-07-12	03:26:14.529450	1689146774.529450;00:01:00;00:32:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
