StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:49:48.642635	1695401388.642635;00:00:00;00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:49:48.642935	1695401388.642935;2023-09-22	12:50:48.643493	1695401448.643493;00:01:00;00:01:00;1;0.233333;0.233263;14;14;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:50:48.643630	1695401448.643630;2023-09-22	12:51:48.645949	1695401508.645949;00:01:00;00:02:00;1;0.249992;0.241626;15;29;0;0;29;24;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:09:147000;00:01:09:147000;00:00:00:000000;00:00:00:000000;
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:51:48.646132	1695401508.646132;2023-09-22	12:52:48.646361	1695401568.646361;00:01:00;00:03:00;1;0.25;0.244416;15;44;0;0;44;27;12;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:42:277000;00:01:32:533000;00:00:00:000000;00:00:00:000000;
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:52:48.646505	1695401568.646505;2023-09-22	12:53:48.647301	1695401628.647301;00:01:00;00:04:00;1;0.25;0.245811;15;59;0;0;59;25;16;33;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;11;11;0;0;0;0;0;0;00:01:49:399000;00:01:40:966000;00:00:00:000000;00:00:00:000000;
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:53:48.647481	1695401628.647481;2023-09-22	12:54:48.648562	1695401688.648562;00:01:00;00:05:00;1;0.249996;0.246648;15;74;0;0;74;30;10;43;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;17;0;0;0;0;7;18;0;0;0;0;0;0;00:01:49:340000;00:01:42:869000;00:00:00:000000;00:00:00:000000;
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:54:48.648706	1695401688.648706;2023-09-22	12:55:48.650965	1695401748.650965;00:01:00;00:06:00;1;0.249992;0.247205;15;89;0;0;89;31;14;57;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;18;0;0;0;0;0;0;00:01:51:785000;00:01:45:021000;00:00:00:000000;00:00:00:000000;
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:55:48.651108	1695401748.651108;2023-09-22	12:56:48.651814	1695401808.651814;00:01:00;00:07:00;1;0.25;0.247604;15;104;0;0;104;31;15;72;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;18;0;0;0;0;0;0;00:02:06:497000;00:01:49:434000;00:00:00:000000;00:00:00:000000;
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:56:48.651973	1695401808.651973;2023-09-22	12:57:48.653801	1695401868.653801;00:01:00;00:08:00;1;0.249996;0.247902;15;119;0;0;119;25;21;93;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;18;0;0;0;0;0;0;00:01:55:320000;00:01:50:749000;00:00:00:000000;00:00:00:000000;
2023-09-22	12:49:48.625153	1695401388.625153;2023-09-22	12:57:48.653958	1695401868.653958;2023-09-22	12:58:48.654731	1695401928.654731;00:01:00;00:09:00;1;0.233333;0.246283;14;133;0;0;133;28;10;103;1;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;0;0;0;0;6;24;0;0;0;0;0;0;00:01:37:239000;00:01:49:334000;00:00:00:000000;00:00:00:000000;
