StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2025-02-11	16:24:48.032652	1739291088.032652;2025-02-11	16:24:48.032652	1739291088.032652;2025-02-11	16:24:48.033399	1739291088.033399;00:00:00;00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2025-02-11	16:24:48.032652	1739291088.032652;2025-02-11	16:24:48.033523	1739291088.033523;2025-02-11	16:25:48.038674	1739291148.038674;00:01:00;00:01:00;1;0.0999917;0.09999;6;6;0;0;6;2;3;3;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;00:00:12:378000;00:00:12:378000;00:00:09:411000;00:00:09:411000;
2025-02-11	16:24:48.032652	1739291088.032652;2025-02-11	16:25:48.038761	1739291148.038761;2025-02-11	16:26:48.041944	1739291208.041944;00:01:00;00:02:00;1;0;0.0499962;0;6;0;0;6;2;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:12:378000;00:00:00:000000;00:00:09:411000;
2025-02-11	16:24:48.032652	1739291088.032652;2025-02-11	16:26:48.042130	1739291208.042130;2025-02-11	16:27:48.042286	1739291268.042286;00:01:00;00:03:00;1;0;0.0333317;0;6;0;0;6;2;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:12:378000;00:00:00:000000;00:00:09:411000;
2025-02-11	16:24:48.032652	1739291088.032652;2025-02-11	16:27:48.042462	1739291268.042462;2025-02-11	16:28:48.042826	1739291328.042826;00:01:00;00:04:00;1;0;0.024999;0;6;0;0;6;2;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:12:378000;00:00:00:000000;00:00:09:411000;
2025-02-11	16:24:48.032652	1739291088.032652;2025-02-11	16:28:48.043040	1739291328.043040;2025-02-11	16:29:48.046268	1739291388.046268;00:01:00;00:05:00;1;0;0.0199991;0;6;0;0;6;2;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:12:378000;00:00:00:000000;00:00:09:411000;
