StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:27:06.671469	1700828826.671469;00:00:00;00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:27:06.671786	1700828826.671786;2023-11-24	07:28:06.673634	1700828886.673634;00:01:00;00:01:00;1;0.233329;0.232972;14;14;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:28:06.673787	1700828886.673787;2023-11-24	07:29:06.674877	1700828946.674877;00:01:00;00:02:00;1;0.249996;0.241478;15;29;0;0;29;26;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:12:571000;00:01:12:571000;00:00:00:000000;00:00:00:000000;
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:29:06.675084	1700828946.675084;2023-11-24	07:30:06.676315	1700829006.676315;00:01:00;00:03:00;1;0.249996;0.244314;15;44;0;0;44;29;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:01:52:966000;00:01:44:887000;00:00:00:000000;00:00:00:000000;
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:30:06.676462	1700829006.676462;2023-11-24	07:31:06.677132	1700829066.677132;00:01:00;00:04:00;1;0.25;0.245734;15;59;0;0;59;29;14;29;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;11;11;0;0;0;0;0;0;00:01:44:997000;00:01:44:942000;00:00:00:000000;00:00:00:000000;
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:31:06.677284	1700829066.677284;2023-11-24	07:32:06.677844	1700829126.677844;00:01:00;00:05:00;1;0.25;0.246587;15;74;0;0;74;27;17;46;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;17;0;0;0;0;7;18;0;0;0;0;0;0;00:01:53:269000;00:01:47:954000;00:00:00:000000;00:00:00:000000;
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:32:06.678009	1700829126.678009;2023-11-24	07:33:06.680216	1700829186.680216;00:01:00;00:06:00;1;0.249992;0.247154;15;89;0;0;89;32;10;56;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;18;0;0;0;0;0;0;00:01:54:647000;00:01:49:128000;00:00:00:000000;00:00:00:000000;
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:33:06.680376	1700829186.680376;2023-11-24	07:34:06.681297	1700829246.681297;00:01:00;00:07:00;1;0.25;0.24756;15;104;0;0;104;34;13;69;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;18;0;0;0;0;0;0;00:02:09:516000;00:01:52:914000;00:00:00:000000;00:00:00:000000;
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:34:06.681491	1700829246.681491;2023-11-24	07:35:06.683247	1700829306.683247;00:01:00;00:08:00;1;0.249996;0.247863;15;119;0;0;119;31;18;87;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;18;0;0;0;0;0;0;00:02:01:813000;00:01:54:734000;00:00:00:000000;00:00:00:000000;
2023-11-24	07:27:06.579936	1700828826.579936;2023-11-24	07:35:06.683350	1700829306.683350;2023-11-24	07:36:06.684642	1700829366.684642;00:01:00;00:09:00;1;0.233329;0.246249;14;133;0;0;133;26;18;105;1;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;0;0;0;0;6;24;0;0;0;0;0;0;00:01:53:735000;00:01:54:557000;00:00:00:000000;00:00:00:000000;
